gols_mandante,gols_visitante,att_m,def_v,att_v,def_m,pred_gols_mandante,pred_gols_visitante
1,2,0.6,1.4,1.0,1.6,1.4338842722194525,1.0086083910181172
0,1,1.2,1.2,2.0,1.0,1.5017778803001816,1.0881615566131775
4,0,1.0,1.4,1.0,1.2,1.5037845376168277,0.9548138288888375
3,0,1.0,1.0,0.6,1.2,1.4300600613127912,0.8962889738731465
0,1,0.8,0.8,0.8,0.2,1.3617671466523178,0.8066287290300073
1,4,0.6,2.0,2.2,1.8,1.5461837577669695,1.2532463691549518
4,1,0.8,1.6,0.4,1.8,1.5057938762045455,0.942797766922813
1,2,1.0,1.0,0.8,1.8,1.4300600613127912,1.0043595000543022
2,2,1.0,1.4,1.4,0.6,1.5037845376168277,0.936879060172764
0,0,2.0,0.4,1.4,1.0,1.4937779922578704,0.9896631708393812
2,0,1.0,0.8,1.6,1.8,1.3945645117949474,1.1398048093163187
4,0,1.2,1.2,1.2,1.4,1.5017778803001816,1.0128752566955892
2,1,0.6,1.2,1.4,2.2,1.3982938018858497,1.1665383969375793
3,0,0.8,1.0,1.6,0.6,1.396427911914124,0.9669830368955475
3,1,1.8,1.0,1.0,1.4,1.5728862122659037,0.9813425699914471
1,0,1.0,1.8,0.8,0.4,1.5813097622623815,0.8290402652592918
1,0,1.0,0.6,1.4,1.2,1.3599499980249428,1.017160173127816
0,3,0.6,2.2,0.8,1.6,1.5855384392272514,0.9772085397620984
3,3,2.2,1.2,1.6,1.0,1.691548630370927,1.0214632166775823
1,2,2.2,0.4,0.4,1.8,1.5297547613953433,0.942797766922813
2,2,1.2,2.0,1.8,1.2,1.6606127862128708,1.0835775378341967
1,0,1.0,1.6,2.4,1.6,1.542060040878017,1.258548163157048
3,2,1.2,1.0,2.0,0.8,1.4645022213561352,1.0587451661538752
1,0,1.4,0.8,0.8,1.0,1.4625479825511625,0.9000806780605921
2,2,1.2,2.0,0.6,1.6,1.6606127862128708,0.9467862241558722
0,2,1.2,0.4,1.2,1.4,1.3581352742094321,1.0128752566955892
3,1,0.8,1.8,1.0,1.2,1.544120522727115,0.9548138288888375
3,1,1.6,1.6,1.2,1.6,1.6561838837890046,1.0410171882859462
3,1,0.8,1.4,2.0,0.6,1.4684185361454585,1.0301239921974858
3,0,1.0,0.6,1.2,1.8,1.3599499980249428,1.0699410210121056
4,1,2.2,1.4,1.0,1.0,1.7346032525582447,0.9290022421480278
1,1,1.0,1.4,1.4,0.2,1.5037845376168277,0.8869102127401042
1,1,1.0,1.8,1.2,0.8,1.5813097622623815,0.9329323381264233
1,1,1.2,1.2,1.4,1.6,1.5017778803001816,1.0744673512113494
1,2,2.4,1.6,1.0,1.0,1.821593977946177,0.9290022421480278
1,3,0.8,1.6,1.4,1.0,1.5057938762045455,0.9896631708393812
2,2,0.8,1.0,1.0,2.0,1.396427911914124,1.0654337585537748
1,5,1.8,0.8,1.6,1.8,1.5338455719852668,1.1398048093163187
3,2,2.0,1.6,1.8,2.0,1.7369210083022089,1.2091153834278427
0,1,1.2,0.8,1.2,2.0,1.4281517822917658,1.0996684793738303
4,2,2.0,2.2,1.0,2.0,1.8729538384601783,1.0654337585537748
1,2,1.4,2.2,1.6,1.4,1.7438928738341077,1.079012829816599
2,2,1.6,2.2,1.0,1.2,1.7858935135861915,0.9548138288888375
0,2,2.2,1.2,2.2,0.8,1.691548630370927,1.0927649678467195
1,0,1.2,0.4,1.0,1.6,1.3581352742094321,1.0086083910181172
3,1,1.4,1.8,1.0,0.8,1.6583968565273248,0.9038884228566629
0,0,1.4,1.0,1.2,1.6,1.4997739006767061,1.0410171882859462
1,2,2.0,1.2,1.8,1.6,1.6517667933762483,1.1446266946617105
2,0,0.6,1.4,1.0,1.8,1.4338842722194525,1.036631771146972
2,2,2.6,1.4,1.0,0.8,1.8191632341844428,0.9038884228566629
0,0,0.8,2.4,2.4,1.4,1.665053532235067,1.2245256929142163
1,0,1.2,1.4,0.8,2.4,1.540002308545804,1.0904230080341584
3,2,1.6,1.4,2.0,2.4,1.6150757103296878,1.3182778241012256
1,5,1.2,1.4,1.2,2.6,1.540002308545804,1.1938990083275258
1,2,1.0,1.6,2.2,2.2,1.542060040878017,1.3238547303129145
3,0,1.6,1.2,1.2,1.4,1.574987883669843,1.0128752566955892
0,2,0.8,0.8,1.8,0.4,1.3617671466523178,0.9710738086634312
0,1,1.0,1.6,1.4,0.8,1.542060040878017,0.9629094980233589
3,2,2.4,1.0,1.8,1.6,1.6892914197462083,1.1446266946617105
0,0,1.2,1.0,0.8,1.8,1.4645022213561352,1.0043595000543022
2,0,2.6,2.8,2.0,1.8,2.169108869099466,1.2142304835753284
2,0,1.6,1.8,1.2,2.0,1.6983383747146503,1.0996684793738303
2,0,2.8,1.8,1.4,1.2,1.9590195237631558,1.017160173127816
0,2,2.4,0.6,2.2,1.8,1.6064722909878666,1.2532463691549518
4,2,2.0,1.6,1.4,0.8,1.7369210083022089,0.9629094980233589
3,2,0.8,1.6,1.8,1.6,1.5057938762045455,1.1446266946617105
1,1,1.2,1.6,1.6,1.2,1.579199654913255,1.0498437578901176
2,0,1.8,1.2,0.4,1.0,1.612920545537126,0.8449106652349255
3,0,0.8,2.8,1.2,0.8,1.750892723890785,0.9329323381264233
2,1,1.0,1.2,2.2,1.8,1.4664590713912027,1.2532463691549518
2,0,2.2,1.6,1.8,0.4,1.7787537347512459,0.9710738086634312
3,0,1.4,1.8,0.8,2.6,1.6583968565273248,1.1207195420780058
1,0,1.8,1.4,1.4,1.4,1.6539738640521455,1.0454211577055068
1,1,1.6,1.6,1.8,1.8,1.6561838837890046,1.1764292349298526
0,0,0.2,1.2,2.4,1.6,1.333297051746216,1.258548163157048
3,0,0.2,0.8,1.6,1.0,1.2679308876190833,1.0214632166775823
1,2,2.2,1.2,1.4,1.4,1.691548630370927,1.0454211577055068
2,1,1.4,0.8,1.2,1.6,1.4625479825511625,1.0410171882859462
1,2,0.8,1.6,2.2,3.2,1.5057938762045455,1.518273538108141
2,3,1.4,1.4,1.4,1.6,1.57709236330152,1.0744673512113494
0,1,0.8,1.8,1.4,0.4,1.544120522727115,0.911552305997618
1,1,1.4,1.6,1.4,1.6,1.617233754827202,1.0744673512113494
2,0,1.6,2.0,1.8,1.2,1.7415658147992594,1.0835775378341967
2,0,1.0,1.4,0.2,1.2,1.5037845376168277,0.8413513717343789
2,1,1.2,1.6,1.0,1.0,1.579199654913255,0.9290022421480278
2,2,0.6,1.4,1.6,1.8,1.4338842722194525,1.1398048093163187
2,0,2.0,3.0,0.8,0.6,2.0710460134835373,0.8520744881572753
1,1,1.4,1.4,1.8,1.6,1.57709236330152,1.1446266946617105
0,1,2.4,1.8,1.8,1.2,1.8679586162965196,1.0835775378341967
4,2,2.4,0.4,0.6,1.4,1.5665980099723844,0.9211916485324309
0,0,1.2,0.2,2.0,1.6,1.3244249712775562,1.181406058015203
4,0,0.8,2.0,0.8,1.6,1.583422689111253,0.9772085397620984
1,0,1.0,1.6,1.4,1.4,1.542060040878017,1.0454211577055068
1,1,1.0,1.0,1.2,1.2,1.4300600613127912,0.9854940890220514
0,3,1.6,1.4,2.8,1.4,1.6150757103296878,1.304483374788964
1,2,1.4,1.0,1.4,1.6,1.4997739006767061,1.0744673512113494
3,1,0.0,2.2,0.6,1.2,1.4762826122995476,0.8962889738731465
3,1,1.6,0.8,1.0,1.0,1.4977725951732745,0.9290022421480278
5,0,1.8,1.2,2.0,0.2,1.612920545537126,0.9751818862298846
0,0,1.6,0.4,1.6,1.4,1.424342860101864,1.079012829816599
1,2,1.4,1.4,0.8,1.6,1.57709236330152,0.9772085397620984
1,4,0.8,0.8,1.8,3.2,1.3617671466523178,1.4252116908626462
1,4,1.2,1.2,1.2,1.0,1.5017778803001816,0.9588531194511033
2,0,0.6,1.4,0.8,2.4,1.4338842722194525,1.0904230080341584
3,1,1.4,3.2,0.6,2.0,1.97741646400016,1.00012850808338
2,2,0.6,1.0,2.8,1.0,1.3635867233315615,1.2349081932054937
1,1,1.2,0.8,2.2,1.6,1.4281517822917658,1.2193672228896604
2,0,1.2,1.0,1.4,1.2,1.4645022213561352,1.017160173127816
5,2,1.4,2.0,1.4,1.6,1.700607673770434,1.0744673512113494
0,1,1.6,0.0,2.2,0.8,1.3545130880756002,1.0927649678467195
1,1,2.0,0.8,1.0,0.8,1.5707873453423902,0.9038884228566629
6,0,2.0,1.4,1.0,0.0,1.6938088570529968,0.8100411301849163
0,3,0.6,2.4,1.0,2.8,1.6258948069004815,1.1888695571020904
1,0,1.0,1.8,2.0,1.4,1.5813097622623815,1.1494689787438808
3,0,1.4,1.4,1.4,1.0,1.57709236330152,0.9896631708393812
1,1,2.0,0.4,1.2,1.4,1.4937779922578704,1.0128752566955892
1,1,2.0,1.2,1.0,2.2,1.6517667933762483,1.0950359862210743
5,0,2.6,1.0,1.4,1.0,1.7299770154164593,0.9896631708393812
2,1,0.8,1.8,1.6,1.6,1.544120522727115,1.1089923411543336
2,0,1.8,0.8,2.2,2.6,1.5338455719852668,1.398441192495638
1,0,1.6,1.0,3.2,1.8,1.5358950777610574,1.467956112491456
2,1,1.6,1.2,1.0,1.2,1.574987883669843,0.9548138288888375
3,1,1.4,0.2,1.0,1.0,1.3563229719701058,0.9290022421480278
4,1,2.0,1.4,1.4,1.0,1.6938088570529968,0.9896631708393812
0,0,1.6,0.0,2.8,1.4,1.3545130880756002,1.304483374788964
2,3,0.6,0.8,0.8,1.4,1.3297411098714822,0.9507915543511488
1,0,1.8,2.8,0.6,2.4,1.9721426369869546,1.0564761158971108
2,4,1.0,2.2,1.2,2.2,1.6628316767966795,1.1302218914687918
1,1,1.2,1.8,1.2,1.8,1.6193946828774957,1.0699410210121056
0,2,1.2,1.6,1.6,0.6,1.579199654913255,0.9669830368955475
3,0,1.0,0.8,2.6,1.6,1.3945645117949474,1.2989880728730312
0,2,0.8,0.0,2.4,0.8,1.2315163389930628,1.12787790029871
1,0,1.6,1.4,1.4,1.4,1.6150757103296878,1.0454211577055068
2,1,1.4,1.0,1.4,2.0,1.4997739006767061,1.1350032367754355
2,0,2.8,0.8,1.8,1.0,1.727668525769986,1.054285067656268
2,0,1.0,1.8,1.0,1.8,1.5813097622623815,1.036631771146972
1,0,1.4,2.0,1.4,3.0,1.700607673770434,1.3016876705617961
2,0,2.0,1.2,1.0,1.4,1.6517667933762483,0.9813425699914471
4,1,1.2,1.4,1.0,2.2,1.540002308545804,1.0950359862210743
1,1,0.4,1.0,0.6,2.6,1.3315178937503573,1.08582946260381
3,1,1.8,0.6,2.4,1.4,1.4957739602215283,1.2245256929142163
2,0,2.0,2.4,0.6,0.6,1.9206257282547425,0.8255478278345513
2,1,2.8,0.8,1.8,0.0,1.727668525769986,0.9192811696199168
0,3,1.0,2.0,1.8,2.2,1.6215584983335367,1.242709690505976
2,1,1.0,1.6,1.0,1.2,1.542060040878017,0.9548138288888375
4,1,1.6,0.8,1.4,2.0,1.4977725951732745,1.1350032367754355
1,0,1.4,1.4,1.4,1.2,1.57709236330152,1.017160173127816
1,1,1.8,1.2,0.8,1.4,1.612920545537126,0.9507915543511488
3,1,0.8,2.6,1.6,0.8,1.7074337804081976,0.9938498897418983
3,4,1.4,1.2,2.0,1.4,1.5379473220615085,1.1494689787438808
0,1,1.0,2.0,1.0,1.8,1.6215584983335367,1.036631771146972
1,0,1.4,1.2,1.6,1.0,1.5379473220615085,1.0214632166775823
2,0,2.2,1.8,2.2,0.2,1.8240279696381265,1.0065166166679103
1,1,0.8,2.0,0.4,2.2,1.583422689111253,0.9959153397035693
2,2,1.4,1.4,1.8,1.0,1.57709236330152,1.054285067656268
0,2,0.6,1.4,2.4,1.4,1.4338842722194525,1.2245256929142163
2,1,1.2,3.0,1.2,1.2,1.8829843925945653,0.9854940890220514
0,2,0.8,0.4,2.2,1.8,1.2950052088722623,1.2532463691549518
1,0,0.8,1.4,1.0,1.8,1.4684185361454585,1.036631771146972
2,0,2.4,1.0,1.4,1.8,1.6892914197462083,1.1043205700494807
2,2,1.8,1.6,1.2,1.8,1.6960721038224367,1.0699410210121056
1,0,2.0,1.8,1.2,1.6,1.7811304838319,1.0410171882859462
5,0,2.8,1.2,1.6,0.8,1.8167357340188706,0.9938498897418983
1,2,0.6,1.4,1.0,0.6,1.4338842722194525,0.8794535081909113
4,1,0.4,0.6,3.6,1.8,1.266238954546893,1.5638090362217427
3,1,1.4,2.2,1.4,1.0,1.7438928738341077,0.9896631708393812
1,2,1.4,0.2,2.4,1.2,1.3563229719701058,1.1914229558332212
1,2,1.4,0.6,1.6,1.4,1.42624604968744,1.079012829816599
1,0,1.4,1.8,0.4,1.0,1.6583968565273248,0.8449106652349255
3,1,1.0,0.2,1.8,3.0,1.2932771476956282,1.386683787234011
0,3,0.6,2.0,1.0,2.0,1.5461837577669695,1.0654337585537748
1,2,1.8,2.0,1.6,1.4,1.7835104086957343,1.079012829816599
0,0,0.4,1.6,1.0,1.6,1.4358002109237153,1.0086083910181172
0,1,2.0,0.8,1.2,1.6,1.5707873453423902,1.0410171882859462
2,1,1.0,1.0,3.0,0.6,1.4300600613127912,1.2066077733702447
0,1,1.0,1.8,1.0,1.4,1.5813097622623815,0.9813425699914471
2,2,1.4,1.8,1.2,0.8,1.6583968565273248,0.9329323381264233
2,0,1.0,2.0,0.6,2.4,1.6215584983335367,1.0564761158971108
1,1,1.8,1.0,0.4,0.6,1.5728862122659037,0.799846991682903
4,0,1.2,1.8,1.2,1.4,1.6193946828774957,1.0128752566955892
0,0,1.8,1.4,1.4,1.8,1.6539738640521455,1.1043205700494807
1,0,1.4,0.4,1.6,1.4,1.390845167828789,1.079012829816599
3,2,0.4,2.0,1.6,1.0,1.50982061152871,1.0214632166775823
2,0,1.2,1.0,1.2,0.6,1.4645022213561352,0.907712276120325
1,2,0.4,0.8,1.2,2.2,1.2984682613537126,1.1302218914687918
4,1,2.4,1.8,1.0,1.2,1.8679586162965196,0.9548138288888375
2,0,1.2,1.2,1.0,1.0,1.5017778803001816,0.9290022421480278
4,0,1.6,1.8,1.6,1.0,1.6983383747146503,1.0214632166775823
1,0,1.4,1.2,1.0,2.0,1.5379473220615085,1.0654337585537748
0,2,1.6,0.8,1.6,0.8,1.4977725951732745,0.9938498897418983
0,1,1.6,1.2,0.4,0.6,1.574987883669843,0.799846991682903
3,1,1.6,1.0,2.0,2.2,1.5358950777610574,1.2826406753966733
0,0,0.8,1.8,1.6,2.0,1.544120522727115,1.1714733773439212
0,0,1.2,1.8,1.2,2.4,1.6193946828774957,1.1616242057630561
0,0,2.0,0.8,2.0,1.4,1.5707873453423902,1.1494689787438808
2,2,1.4,1.4,2.6,1.2,1.57709236330152,1.2297059855796424
1,1,1.4,0.6,1.2,0.6,1.42624604968744,0.907712276120325
2,1,1.2,1.6,0.8,1.0,1.579199654913255,0.9000806780605921
0,1,1.4,1.0,1.0,2.6,1.4997739006767061,1.1567307162430718
1,1,1.6,0.8,1.2,0.8,1.4977725951732745,0.9329323381264233
1,1,0.6,1.0,1.0,1.0,1.3635867233315615,0.9290022421480278
0,1,0.8,2.0,2.0,1.4,1.583422689111253,1.1494689787438808
2,1,0.8,1.8,0.4,1.2,1.544120522727115,0.868385834545089
1,2,1.2,0.8,1.0,1.0,1.4281517822917658,0.9290022421480278
3,0,1.2,2.2,1.2,0.4,1.7028800050359831,0.8831739908107757
3,1,0.4,1.2,1.4,2.2,1.3654087313070071,1.1665383969375793
5,3,1.0,1.0,1.4,1.4,1.4300600613127912,1.0454211577055068
1,0,1.6,1.2,1.4,1.2,1.574987883669843,1.017160173127816
2,0,0.8,1.2,0.8,1.6,1.4319708901530077,0.9772085397620984
3,0,1.2,1.6,1.0,1.0,1.579199654913255,0.9290022421480278
1,0,1.2,0.6,1.6,0.6,1.3927035982058482,0.9669830368955475
2,0,1.0,1.2,1.4,0.6,1.4664590713912027,0.936879060172764
1,0,1.0,1.0,1.0,0.8,1.4300600613127912,0.9038884228566629
1,0,2.6,1.0,0.8,1.8,1.7299770154164593,1.0043595000543022
1,1,0.6,0.6,1.2,1.2,1.2967355790631983,0.9854940890220514
3,0,1.0,1.8,1.8,0.6,1.5813097622623815,0.99805432034238
1,1,1.6,0.8,1.4,2.0,1.4977725951732745,1.1350032367754355
1,1,0.6,2.0,1.0,1.8,1.5461837577669695,1.036631771146972
2,2,0.6,0.4,1.6,1.2,1.2645492791983284,1.0498437578901176
4,3,1.2,1.8,1.8,1.6,1.6193946828774957,1.1446266946617105
1,0,1.0,0.6,1.4,2.4,1.3599499980249428,1.198949736386469
1,2,1.6,0.8,0.8,1.4,1.4977725951732745,0.9507915543511488
2,1,0.8,0.2,1.4,1.0,1.2628618585606721,0.9896631708393812
0,1,0.6,0.6,1.2,1.4,1.2967355790631983,1.0128752566955892
2,0,1.2,2.0,1.6,0.2,1.6606127862128708,0.91540858092287
0,2,1.2,1.6,1.6,0.4,1.579199654913255,0.9408424786227716
2,1,1.2,0.8,1.0,0.6,1.4281517822917658,0.8794535081909113
3,0,0.8,1.6,0.6,0.8,1.5057938762045455,0.8484850161426967
1,2,2.2,0.6,1.4,1.8,1.5686912791569898,1.1043205700494807
0,0,1.6,2.2,0.6,0.8,1.7858935135861915,0.8484850161426967
2,3,1.2,1.4,1.0,2.4,1.540002308545804,1.125460688186594
0,1,2.0,1.6,0.6,0.8,1.7369210083022089,0.8484850161426967
0,0,1.2,1.6,1.4,0.4,1.579199654913255,0.911552305997618
4,1,1.2,1.0,0.6,1.6,1.4645022213561352,0.9467862241558722
1,2,1.2,0.8,1.2,2.0,1.4281517822917658,1.0996684793738303
1,0,0.2,2.2,1.6,1.6,1.5118380154448883,1.1089923411543336
2,1,1.8,1.8,2.2,1.4,1.7392418610031752,1.1864039352934341
2,0,0.6,0.6,1.4,1.6,1.2967355790631983,1.0744673512113494
1,2,1.6,0.4,1.2,1.6,1.424342860101864,1.0410171882859462
2,2,1.6,0.4,1.2,0.8,1.424342860101864,0.9329323381264233
3,1,0.6,0.8,1.6,1.6,1.3297411098714822,1.1089923411543336
3,1,0.8,0.4,1.6,1.6,1.2950052088722623,1.1089923411543336
2,2,1.0,0.2,1.2,1.0,1.2932771476956282,0.9588531194511033
1,1,0.0,1.4,2.0,1.8,1.3350785870313238,1.2142304835753284
1,0,1.2,1.8,1.4,0.6,1.6193946828774957,0.936879060172764
3,2,2.0,0.8,0.4,1.2,1.5707873453423902,0.868385834545089
4,0,1.6,1.6,0.2,2.0,1.6561838837890046,0.9388261115724746
4,1,1.0,0.8,0.8,0.6,1.3945645117949474,0.8520744881572753
0,0,1.4,1.2,1.0,0.6,1.5379473220615085,0.8794535081909113
3,3,0.8,1.8,1.4,1.0,1.544120522727115,0.9896631708393812
1,0,1.6,1.0,1.6,1.0,1.5358950777610574,1.0214632166775823
1,0,1.4,2.0,1.4,0.8,1.700607673770434,0.9629094980233589
1,1,1.6,1.4,1.2,2.4,1.6150757103296878,1.1616242057630561
1,0,1.4,1.6,1.8,1.4,1.617233754827202,1.113683875945428
3,2,1.6,1.6,1.0,1.6,1.6561838837890046,1.0086083910181172
0,3,0.2,2.0,1.0,2.2,1.4743126536842641,1.0950359862210743
2,1,1.2,1.2,1.4,0.4,1.5017778803001816,0.911552305997618
2,3,0.8,1.0,1.4,1.2,1.396427911914124,1.017160173127816
2,0,1.4,0.6,1.4,0.8,1.42624604968744,0.9629094980233589
2,2,1.4,1.2,2.4,0.6,1.5379473220615085,1.0973878535735995
1,0,1.0,1.6,1.0,1.2,1.542060040878017,0.9548138288888375
4,1,1.6,2.2,1.6,0.8,1.7858935135861915,0.9938498897418983
2,0,1.4,1.6,2.0,1.6,1.617233754827202,1.181406058015203
0,1,1.2,2.0,1.8,1.4,1.6606127862128708,1.113683875945428
1,3,1.0,1.0,2.2,1.6,1.4300600613127912,1.2193672228896604
2,1,1.0,1.0,1.6,1.0,1.4300600613127912,1.0214632166775823
2,1,1.4,0.6,1.0,1.6,1.42624604968744,1.0086083910181172
3,0,2.0,1.2,1.2,1.8,1.6517667933762483,1.0699410210121056
2,4,2.0,1.0,1.6,1.2,1.6107682566068247,1.0498437578901176
1,1,1.6,1.4,1.2,1.6,1.6150757103296878,1.0410171882859462
1,1,2.2,1.6,1.6,1.4,1.7787537347512459,1.079012829816599
1,0,1.8,0.8,1.4,2.0,1.5338455719852668,1.1350032367754355
2,0,1.0,2.4,0.2,1.6,1.705155372562899,0.8887534173163862
2,1,0.8,0.6,1.0,2.4,1.3279666969415571,1.125460688186594
0,1,1.4,1.2,1.0,1.2,1.5379473220615085,0.9548138288888375
2,1,1.4,2.0,1.2,1.2,1.700607673770434,0.9854940890220514
0,2,2.2,1.4,1.2,1.6,1.7346032525582447,1.0410171882859462
2,0,2.2,0.6,1.0,1.4,1.5686912791569898,0.9813425699914471
3,1,1.2,2.0,1.8,1.0,1.6606127862128708,1.054285067656268
2,0,1.6,1.8,0.8,1.6,1.6983383747146503,0.9772085397620984
0,0,2.6,1.2,2.2,1.0,1.7740097469940113,1.1231265713770577
1,0,1.2,1.4,2.2,0.8,1.540002308545804,1.0927649678467195
1,0,1.4,1.2,1.8,0.6,1.5379473220615085,0.99805432034238
0,0,1.0,1.8,1.4,1.0,1.5813097622623815,0.9896631708393812
3,1,1.6,5.0,5.0,1.2,2.539071435413108,1.7973190057956023
0,0,1.2,1.0,1.4,0.8,1.4645022213561352,0.9629094980233589
1,1,1.0,1.0,2.6,1.8,1.4300600613127912,1.3350794209850811
4,0,1.6,1.0,0.0,2.4,1.5358950777610574,0.9608458380288885
0,2,1.8,1.0,1.6,1.2,1.5728862122659037,1.0498437578901176
1,1,1.0,1.4,0.8,1.0,1.5037845376168277,0.9000806780605921
2,1,0.8,0.8,1.4,2.0,1.3617671466523178,1.1350032367754355
2,1,2.6,1.0,1.6,2.0,1.7299770154164593,1.1714733773439212
2,0,1.0,0.6,1.8,0.4,1.3599499980249428,0.9710738086634312
4,0,1.4,2.0,2.6,1.0,1.700607673770434,1.1964632090800396
2,1,1.2,1.0,1.2,0.4,1.4645022213561352,0.8831739908107757
4,0,1.0,2.0,2.0,0.4,1.6215584983335367,1.0022765375692493
1,1,1.2,2.5,0.0,1.8,1.7683065228013528,0.8850094306536505
1,1,0.8,0.8,2.4,0.8,1.3617671466523178,1.12787790029871
2,1,0.4,1.4,1.4,0.8,1.4001621850370347,0.9629094980233589
1,1,1.6,1.0,2.0,1.2,1.5358950777610574,1.1183952580320164
1,1,3.0,1.6,1.0,4.0,1.9564053986923915,1.401347476771817
1,1,1.0,1.0,1.6,1.2,1.4300600613127912,1.0498437578901176
0,0,2.0,1.8,1.2,2.2,1.7811304838319,1.1302218914687918
1,1,1.2,1.0,0.8,1.4,1.4645022213561352,0.9507915543511488
2,1,1.6,0.2,1.4,0.6,1.3889892173501595,0.936879060172764
3,0,1.0,1.0,1.2,1.0,1.4300600613127912,0.9588531194511033
1,0,1.0,1.0,1.0,1.8,1.4300600613127912,1.036631771146972
0,0,2.0,1.4,1.0,2.6,1.6938088570529968,1.1567307162430718
0,1,1.6,0.6,1.4,1.6,1.4605963514918463,1.0744673512113494
1,1,1.0,0.2,1.8,1.0,1.2932771476956282,1.054285067656268
2,0,0.3333333333333333,0.8,1.4,2.0,1.288208279999425,1.1350032367754355
2,0,1.8,3.0,2.333333333333333,0.8,2.022339157861648,1.1160499851984105
5,0,1.2,2.2,1.6,0.6,1.7028800050359831,0.9669830368955475
5,1,0.6,0.6,1.4,1.0,1.2967355790631983,0.9896631708393812
0,0,0.75,0.6,1.6,1.5,1.3200890985092089,1.0938998876834538
2,1,1.0,1.4,1.0,0.6,1.5037845376168277,0.8794535081909113
2,1,0.8,1.0,1.0,1.2,1.396427911914124,0.9548138288888375
1,0,2.0,0.8,1.8,0.2,1.5707873453423902,0.9448226641097187
1,0,1.2,2.2,1.4,1.0,1.7028800050359831,0.9896631708393812
5,0,1.0,1.0,1.0,0.8,1.4300600613127912,0.9038884228566629
2,0,0.8,1.4,1.0,1.2,1.4684185361454585,0.9548138288888375
3,1,1.75,1.4,1.0,2.75,1.6441623665585638,1.1807520868915142
1,1,0.4,1.6,1.0,1.4,1.4358002109237153,0.9813425699914471
5,2,0.8,0.2,1.8,1.2,1.2628618585606721,1.0835775378341967
4,2,1.0,1.2,0.6,1.4,1.4664590713912027,0.9211916485324309
1,1,1.4,1.0,1.2,0.6,1.4997739006767061,0.907712276120325
1,0,2.0,0.6,1.6,2.4,1.531798801079837,1.2374746180817755
0,0,1.2,0.8,1.0,1.2,1.4281517822917658,0.9548138288888375
2,1,1.0,1.2,1.0,1.6,1.4664590713912027,1.0086083910181172
3,1,1.4,0.8,1.0,3.0,1.4625479825511625,1.2219013500347913
2,4,2.2,0.8,1.4,0.4,1.6086188397012193,0.911552305997618
0,3,0.6,0.6,1.2,1.8,1.2967355790631983,1.0699410210121056
3,0,1.8,2.2,1.0,1.2,1.8289057141778502,0.9548138288888375
1,0,2.2,1.0,1.2,1.0,1.649562667826072,0.9588531194511033
2,1,0.8,1.6,0.6,1.2,1.5057938762045455,0.8962889738731465
0,1,0.8,1.4,1.2,1.6,1.4684185361454585,1.0410171882859462
3,0,1.6,0.8,1.4,0.6,1.4977725951732745,0.936879060172764
2,1,1.2,1.8,1.8,0.6,1.6193946828774957,0.99805432034238
2,1,1.0,1.8,1.2,0.4,1.5813097622623815,0.8831739908107757
1,3,1.0,1.0,2.0,1.8,1.4300600613127912,1.2142304835753284
0,2,1.4,1.2,1.8,1.0,1.5379473220615085,1.054285067656268
0,4,1.0,2.0,0.4,1.2,1.6215584983335367,0.868385834545089
0,0,1.2,2.0,0.2,0.8,1.6606127862128708,0.7964775346313256
3,0,1.4,1.8,1.0,0.6,1.6583968565273248,0.8794535081909113
4,2,0.8,1.6,1.2,1.2,1.5057938762045455,0.9854940890220514
1,1,2.2,0.8,2.2,1.2,1.6086188397012193,1.1543317478586315
2,0,1.8,0.8,1.2,1.0,1.5338455719852668,0.9588531194511033
0,0,0.8,1.6,0.8,1.6,1.5057938762045455,0.9772085397620984
1,1,1.2,1.0,1.0,1.2,1.4645022213561352,0.9548138288888375
1,2,1.2,1.2,2.6,1.2,1.5017778803001816,1.2297059855796424
1,1,0.6,2.0,1.8,2.6,1.5461837577669695,1.31272441131535
1,1,2.2,1.8,1.2,0.6,1.8240279696381265,0.907712276120325
3,0,2.6,0.8,1.2,1.2,1.6870372211541989,0.9854940890220514
1,0,1.2,1.2,0.2,1.2,1.5017778803001816,0.8413513717343789
1,0,1.0,1.4,1.6,1.4,1.5037845376168277,1.079012829816599
2,0,0.6,0.8,2.0,1.4,1.3297411098714822,1.1494689787438808
1,0,0.8,1.2,0.6,2.2,1.4319708901530077,1.0279162814246603
1,1,2.2,2.2,1.4,0.8,1.918062836049288,0.9629094980233589
1,1,1.8,0.8,2.0,2.0,1.5338455719852668,1.24796690963354
3,0,1.2,1.0,1.0,1.6,1.4645022213561352,1.0086083910181172
2,1,0.8,1.4,1.4,2.0,1.4684185361454585,1.1350032367754355
1,2,1.0,0.6,1.2,0.6,1.3599499980249428,0.907712276120325
3,0,0.6,1.0,1.4,1.2,1.3635867233315615,1.017160173127816
4,0,0.8,0.6,1.2,1.4,1.3279666969415571,1.0128752566955892
1,0,1.6,2.2,1.0,1.4,1.7858935135861915,0.9813425699914471
2,1,0.6,1.0,2.4,1.4,1.3635867233315615,1.2245256929142163
1,1,0.2,0.8,1.8,1.4,1.2679308876190833,1.113683875945428
5,2,1.6,0.8,1.0,0.4,1.4977725951732745,0.8556791452477224
1,1,1.6,1.2,3.0,2.2,1.574987883669843,1.5023863351372042
1,1,2.0,2.2,1.2,1.0,1.8729538384601783,0.9588531194511033
2,2,1.2,1.4,1.4,2.4,1.540002308545804,1.198949736386469
